Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
11751.0,May-1998,2076.7,villa,residential,Border,irregular,5,36687,3,0.47094896798187447,1998,0.0,street,85,5,6,NA,Yes, No
15028.3,July-1985,4398.3,duplex,commercial,Border,rectangle,4,25802,4,0.01533240350201226,1968,1976.0,highway,74,4,7,,No,
21249.2,February-92,10905.2,duplex,residential,Center,trapezoid,5,5465,5,0.9690431368562208,1973,1984.0,alley,60,5,3,NA,No,
20437.3,February-81,6836.0,open land,industrial,Border,rectangle,2,40273,5,0.36735615682805844,1981,0.0,street,37,2,6,F,NA,NA
15510.8,September-1980,2530.2,flat,commercial,Center,rectangle,3,10669mts,10,0.35162774743506975,1970,1981.0,street,91,5,7,NA,No,NA
26389.2,April-2002,8231.2,duplex,residential,Border,rectangle,4,22938mts,9,0.8112520056156031,1995,0.0,street,86,1,8,NA,Yes,NA
16097.6,August-1975,1473.9,duplex,commercial,Center,trapezoid,1,9679mts,3,0.06462985128059773,1972,0.0,alley,12,4,10,,Yes,NA
17842.1,January-1994,11139.9,villa,residential,Border,irregular,5,28560,6,0.8585606220946869,1992,0.0,street,32,3,6,NA,Yes,Yes
16518.6,Nov-1981,9529.1,open land,industrial,Outskirts,irregular,1,76284mts,10,0.47360978245369767,1978,,highway,70,2,7,C,NA,
10107.4,November-2008,3223.8,villa,residential,Outskirts,irregular,4,72913,9,0.013851763452401022,2005,0.0,highway,21,1,6,NA,Yes, No
16237.6,January-2006,5409.1,duplex,residential,Border,irregular,5,27722mts,7,0.12203559922694074,1999,0.0,street,5,3,4,NA,Yes,NA
16585.0,Apr-1988,2892.9,flat,commercial,Outskirts,irregular,2,52312mts,5,0.8082876098605017,1978,1986.0,highway,12,5,10,,Yes,NA
14024.1,January-2009,1337.9,duplex,residential,Border,irregular,3,39662,5,0.5107171126152527,2001,0.0,street,50,5,1,NA,Yes,NA
13711.8,June-1974,5482.6,villa,residential,Border,irregular,3,38975mts,4,0.9584951914511993,1962,1970.0,street,77,3,2,NA,Yes,Yes
17515.3,April-1978,4105.4,villa,residential,Outskirts,rectangle,4,50488mts,8,0.3793276202643532,1975,0.0,highway,36,2,6,NA,Yes, No
13079.4,July-2000,1345.7,villa,residential,Border,trapezoid,3,36749mts,10,0.20325902388119532,1998,0.0,highway,77,5,2,,Yes,Yes
19125.5,July-1987,1705.2,duplex,residential,Center,trapezoid,3,5293mts,5,0.7613426580528856,1985,0.0,street,75,1,3,,Yes,
14382.7,June-1990,1855.7,villa,residential,Border,trapezoid,3,23206,8,0.33989988995614273,1988,0.0,street,76,1,10,NA,Yes, No
14823.0,October-1992,2591.3,villa,residential,Center,rectangle,2,17288,2,0.6364413279357428,1974,1985.0,street,2,2,1,NA,Yes, No
12361.8,October-1998,5266.8,villa,residential,Center,irregular,1,5601,2,0.45743015040662904,1991,0.0,alley,3,5,3,NA,Yes,Yes
14060.9,June-2004,6323.5,flat,residential,Border,irregular,1,21953,2,0.38277385458309354,1995,0.0,street,47,3,4,NA,Yes,
19267.2,June-1975,7431.0,flat,commercial,Border,rectangle,4,31409,9,0.597429360164278,1975,0.0,street,16,2,9,NA,Yes,NA
12420.5,March-1993,850.1,duplex,residential,Outskirts,irregular,3,50985,4,0.1380674767818617,1982,1992.0,highway,92,1,7,NA,Yes,NA
12251.9,Jul-1997,5363.2,villa,residential,Center,irregular,2,22324,10,0.12420390401664871,1997,0.0,alley,94,5,2,,Yes,Yes
16490.4,Jan-1973,1828.0,duplex,commercial,Border,trapezoid,4,22760,7,0.6112609413993988,1957,1966.0,highway,81,4,7,NA,Yes,NA
8563.0,July-2007,3591.0,villa,residential,Border,irregular,1,26640mts,4,0.3152383865352083,2003,0.0,highway,40,4,1,NA,Yes, No
14955.2,January-1987,1018.5,villa,residential,Center,rectangle,3,11676mts,9,0.8992770160737413,1977,1988.0,street,76,4,2,NA,Yes, No
17698.7,August-1989,9680.4,flat,commercial,Center,irregular,1,11367,1,0.5271848262125318,1970,1978.0,street,54,2,10,NA,Yes,NA
18901.0,January-1973,6218.8,open land,commercial,Center,irregular,3,8643,10,0.8417571364596501,1956,,street,92,5,10,C,NA,NA
16715.9,October-1977,9813.8,duplex,commercial,Border,irregular,3,24287,2,0.8590125789144575,1965,1973.0,street,23,2,9,NA,No,NA
15540.9,November-1993,9583.8,flat,commercial,Outskirts,trapezoid,3,51738,6,0.052637063354220026,1993,0.0,highway,3,1,7,,No,NA
13244.7,September-1984,3089.0,duplex,commercial,Border,irregular,1,31775,5,0.7835803836387734,1968,1977.0,street,37,5,1,NA,Yes,
20940.2,May-2003,9633.5,flat,residential,Center,trapezoid,3,11561,1,0.8097975769016463,2001,0.0,alley,95,4,6,NA,Yes,NA
20678.1,September-1984,7178.0,land,residential,Center,trapezoid,2,20889mts,2,0.7358097548842196,1980,0.0,alley,52,2,1,F,NA,
14751.0,February-2003,11375.9,villa,residential,Outskirts,irregular,3,67264,3,0.023006817914818956,1989,1997.0,highway,41,4,6,,Yes,Yes
19170.6,Jul-2005,7513.2,villa,residential,Outskirts,rectangle,4,78313,2,0.8271505043318116,2003,0.0,highway,61,5,10,,Yes,Yes
21442.4,May-1976,9482.8,open land,commercial,Center,trapezoid,3,20347,2,0.4205474828667797,1965,,alley,79,3,5,F,NA,NA
18897.1,October-72,8603.8,land,commercial,Border,rectangle,1,23467,9,0.03590298074478804,1959,,street,90,3,7,C,NA,NA
13432.8,Jul-1988,7571.9,flat,commercial,Outskirts,irregular,4,54432mts,7,0.5825307369084385,1984,0.0,highway,26,3,2,NA,Yes,NA
18952.9,August-09,11696.0,flat,residential,Border,rectangle,1,27265mts,4,0.5195047478109531,1992,2000.0,highway,97,2,3,,Yes,NA
23249.8,October-2005,9999.7,open land,industrial,Center,trapezoid,4,15123mts,5,0.41296964049493423,1986,,alley,97,1,7,F,NA,NA
15112.2,June-1985,5697.3,flat,commercial,Border,rectangle,2,22989,7,0.14285021215282556,1981,0.0,street,94,2,9,NA,No,
17815.4,Nov-1992,8251.2,open land,industrial,Outskirts,irregular,1,78701,9,0.6312167490988521,1975,0.0,highway,2,3,10,F,NA,NA
19383.9,Jan-1970,10416.2,open land,industrial,Outskirts,rectangle,3,58379,10,0.13575957947629247,1958,0.0,highway,80,1,5,C,NA,NA
12449.1,June-1984,1672.4,villa,residential,Center,irregular,3,17770,8,0.912235179651964,1974,1985.0,street,67,3,4,NA,Yes, No
11806.7,December-1971,4933.1,duplex,commercial,Outskirts,irregular,3,55868,3,0.6908025925131204,1960,1971.0,highway,28,3,4,NA,No,
20749.8,April-1991,9205.3,villa,residential,Center,irregular,2,21034,5,0.794834765222687,1973,1982.0,alley,24,5,10,NA,Yes,Yes
19754.2,January-2005,11831.3,duplex,commercial,Outskirts,rectangle,5,66917mts,8,0.6493931697077832,1989,1999.0,highway,80,5,4,NA,No,
21915.9,September-2000,10849.3,flat,commercial,Border,rectangle,5,31686mts,1,0.6203967631599668,1982,1993.0,street,54,4,10,NA,Yes,NA
18270.4,February-1996,10788.6,flat,residential,Outskirts,trapezoid,5,72964mts,9,0.3074570604256607,1990,0.0,highway,42,3,6,NA,No,NA
15797.8,Oct-1987,1566.1,duplex,residential,Outskirts,trapezoid,4,50409,7,0.9837400455822716,1968,1976.0,highway,65,5,6,NA,No,NA
14908.3,October-1980,8437.9,villa,residential,Border,rectangle,1,21921,8,0.9860097519013282,1980,0.0,highway,39,3,2,NA,Yes, No
17140.0,Aug-1971,1681.1,duplex,residential,Border,trapezoid,3,40424mts,5,0.3769137219221075,1960,1968.0,street,15,2,4,NA,Yes,
16973.8,Apr-1992,5436.7,flat,residential,Outskirts,irregular,2,51007,1,0.9570785558311183,1977,1986.0,highway,71,3,1,,Yes,
13941.8,June-87,3347.9,flat,commercial,Border,trapezoid,5,27984,9,0.13008432700929606,1984,0.0,highway,56,3,8,,No,NA
17801.3,Jul-2008,11618.5,duplex,commercial,Border,trapezoid,2,39315mts,2,0.08568372881750197,1996,2006.0,highway,31,2,4,NA,No,NA
17634.3,October-1991,9140.7,flat,residential,Border,trapezoid,3,29313mts,2,0.20132381351111805,1976,1985.0,highway,67,5,3,NA,Yes,NA
25848.0,April-1972,5024.9,open land,residential,Center,rectangle,4,20897,8,0.556700178521262,1971,0.0,street,54,4,7,C,NA,NA
12779.9,January-79,2432.9,duplex,commercial,Center,irregular,5,25180,1,0.14545703797675358,1965,1976.0,alley,57,3,7,NA,No,
16396.5,February-2004,8349.9,villa,residential,Outskirts,rectangle,1,60596mts,10,0.0035415627667922944,1995,0.0,highway,58,5,9,NA,Yes,Yes
18312.4,January-2008,5959.5,flat,residential,Center,rectangle,2,17370,5,0.47027512761202106,1998,2007.0,street,95,3,7,,No,NA
13287.3,Mar-2004,3086.9,duplex,residential,Border,irregular,5,22286,2,0.654531951000176,1997,0.0,highway,6,2,5,NA,No,NA
22961.7,February-87,8218.1,duplex,residential,Center,trapezoid,1,7725mts,5,0.8275073503539777,1984,0.0,street,9,1,10,NA,Yes,NA
19161.6,April-1980,1716.2,duplex,commercial,Border,rectangle,2,20372mts,2,0.6520191930861658,1963,1974.0,street,41,5,7,,No,NA
12534.8,October-1972,1935.9,duplex,commercial,Outskirts,irregular,1,58526,7,0.9786280872465531,1958,1967.0,highway,21,3,6,NA,Yes,
16621.1,May-2008,2722.3,duplex,residential,Border,rectangle,3,29418,4,0.9433493697618875,1990,1998.0,highway,86,2,6,,No,NA
19304.3,June-2004,11663.6,villa,residential,Center,rectangle,1,21861mts,3,0.40385046455582607,2001,0.0,alley,17,3,5,NA,Yes,Yes
22429.2,September-2003,9231.8,open land,commercial,Center,rectangle,1,16907,5,0.44755670659694624,1992,,street,58,1,8,C,NA,NA
14282.5,May-1994,5473.9,duplex,commercial,Border,irregular,1,28370mts,10,0.020194757024742493,1993,0.0,street,68,3,7,,Yes,NA
19149.5,May-1977,7907.6,open land,residential,Outskirts,irregular,5,79007,5,0.9304262057489505,1966,0.0,highway,46,3,7,F,NA,
15127.7,Dec-1995,10905.1,villa,residential,Border,irregular,3,32036,8,0.2544534227786367,1992,0.0,street,7,3,9,,Yes, No
15761.2,September-85,3151.4,duplex,residential,Border,trapezoid,1,36043mts,6,0.15664065326822907,1970,1978.0,highway,15,2,4,NA,Yes,
15470.7,Feb-1973,11164.4,flat,commercial,Outskirts,rectangle,1,70221,3,0.591278084333695,1954,1965.0,highway,63,5,2,NA,No,NA
18298.3,December-99,5698.6,duplex,commercial,Border,rectangle,5,28508mts,9,0.773216155079634,1983,1992.0,highway,80,5,1,,Yes,NA
16428.1,October-1993,4636.9,duplex,commercial,Outskirts,rectangle,3,54689,5,0.05551127471379769,1985,0.0,highway,88,5,6,NA,Yes,NA
14889.6,Feb-1998,2492.7,flat,commercial,Border,trapezoid,3,39462,5,0.5877141096688434,1995,0.0,highway,4,5,3,NA,Yes,NA
24122.6,December-2009,10436.6,open land,residential,Center,trapezoid,4,13776mts,1,0.6202027854399196,2000,,alley,8,3,10,C,NA,NA
18009.5,June-02,3453.7,flat,residential,Border,trapezoid,5,29057,6,0.5402810745649914,1998,0.0,highway,95,1,10,NA,Yes,NA
12360.4,April-89,1147.0,villa,residential,Border,irregular,3,22580mts,5,0.07270086081963434,1986,0.0,highway,22,5,6,NA,Yes, No
10059.8,Oct-1989,5981.4,flat,commercial,Outskirts,irregular,3,51448,4,0.2453299050662452,1980,0.0,highway,96,4,3,NA,No,NA
17077.9,April-1989,4776.6,villa,residential,Border,irregular,3,26685,7,0.7688106026999809,1989,0.0,street,97,2,9,NA,Yes, No
18200.7,October-1972,7693.7,flat,commercial,Center,trapezoid,4,19778,5,0.09812207389931815,1957,1966.0,street,6,4,9,NA,No,NA
20237.9,August-1981,10455.4,villa,residential,Center,rectangle,4,6387,5,0.8987638688343409,1978,0.0,street,71,3,6,,Yes, No
16902.6,November-2009,2957.3,flat,residential,Center,trapezoid,1,14949mts,10,0.8867815720571984,1999,2007.0,street,4,3,5,NA,No,NA
12396.5,March-85,5185.3,flat,commercial,Outskirts,irregular,5,52965,4,0.23625340956369445,1978,0.0,highway,59,1,4,NA,Yes,NA
14219.0,May-1982,10935.0,villa,residential,Border,irregular,3,21881,4,0.6536415241444714,1971,1981.0,street,42,3,3,NA,Yes, No
16058.8,March-2002,4633.5,villa,residential,Center,rectangle,1,7048,10,0.09222133562668389,1986,1994.0,street,76,5,2,NA,Yes,Yes
11452.7,March-1986,6673.2,villa,residential,Center,irregular,3,20030mts,6,0.09597660471194147,1986,0.0,alley,19,1,2,NA,Yes, No
16579.5,August-2002,1788.5,open land,commercial,Outskirts,trapezoid,2,69245mts,1,0.5430069661868584,1998,0.0,highway,48,5,3,F,NA,NA
24587.7,April-1973,11336.3,duplex,commercial,Border,rectangle,4,23581,10,0.229945843626143,1965,0.0,highway,4,5,9,,Yes,NA
19107.9,February-2006,5384.4,land,commercial,Border,trapezoid,3,39892mts,7,0.12883939190267846,1992,0.0,highway,52,2,8,F,NA,
15074.2,October-1970,6868.7,villa,residential,Center,irregular,5,14889,10,0.15446494644545383,1967,0.0,street,44,3,10,NA,Yes, No
15775.4,September-1972,4831.4,duplex,commercial,Outskirts,trapezoid,4,51190,1,0.9232252206259883,1964,0.0,highway,65,1,4,NA,No,
17971.4,Nov-2009,3882.9,open land,industrial,Center,irregular,5,22892,8,0.6476317507046575,2007,,alley,26,2,6,F,NA,NA
10548.8,November-1995,2461.2,duplex,commercial,Outskirts,irregular,2,79840mts,3,0.6640427587884162,1995,0.0,highway,76,1,1,NA,No,NA
17133.2,August-2005,3794.4,land,residential,Border,trapezoid,1,34434,4,0.4682715264804762,1991,0.0,highway,70,3,3,C,NA,NA
21406.0,January-1978,10785.6,open land,commercial,Outskirts,rectangle,4,52307mts,7,0.7285925686237515,1963,0.0,highway,69,1,5,F,NA,NA
18747.0,January-93,10883.8,open land,commercial,Border,irregular,4,29856mts,1,0.8365160943971875,1988,0.0,highway,0,1,4,F,NA,
12020.8,February-1990,6806.7,flat,commercial,Outskirts,irregular,3,59130,8,0.3557932403841876,1977,1986.0,highway,58,2,9,,No,NA
19408.7,June-2008,4404.1,open land,commercial,Border,rectangle,3,21069,1,0.5540835181668122,2008,0.0,street,68,4,4,F,NA,NA
19825.0,February-2002,8490.3,land,industrial,Outskirts,rectangle,5,52424mts,2,0.30200345372066695,1997,0.0,highway,60,5,4,C,NA,NA
16679.5,January-1992,11000.6,villa,residential,Border,irregular,5,32066,4,0.6870672900950785,1976,1986.0,street,87,5,2,NA,Yes,Yes
17291.4,August-1977,8465.1,duplex,residential,Center,irregular,4,24877,2,0.2604789878288113,1967,1977.0,alley,68,2,4,NA,Yes,NA
14323.2,June-2004,1794.2,open land,industrial,Border,irregular,3,25349,7,0.7350217739788836,2000,0.0,highway,97,5,3,F,NA,NA
11979.7,June-2004,3228.6,flat,residential,Border,irregular,4,39491mts,9,0.12902788786358665,1997,0.0,street,83,2,5,NA,No,NA
12266.8,May-1999,5035.5,duplex,commercial,Border,irregular,2,32914,10,0.10804431056360886,1981,1991.0,highway,89,2,9,NA,No,NA
20547.2,June-07,5872.5,land,industrial,Border,rectangle,2,24368mts,2,0.5192984539891012,1988,,street,1,2,10,C,NA,NA
19464.0,November-1989,7331.6,duplex,residential,Outskirts,trapezoid,4,62401,7,0.8481360264018141,1987,0.0,highway,87,2,2,,Yes,NA
13601.4,June-1996,1343.2,villa,residential,Center,irregular,1,21209mts,9,0.7330351956103875,1988,0.0,street,94,3,7,NA,Yes,Yes
15106.1,July-2009,3700.6,flat,residential,Border,trapezoid,1,20802mts,9,0.4814771987896873,2003,0.0,highway,54,1,3,NA,Yes,
19231.2,March-2006,4473.6,land,residential,Border,trapezoid,3,31981,5,0.6822739207772653,2005,0.0,street,31,3,1,C,NA,NA
16984.2,May-1988,6701.8,villa,residential,Border,rectangle,3,29142,3,0.5326155246036102,1971,1979.0,highway,94,1,8,NA,Yes,Yes
23099.0,January-2001,8723.6,duplex,commercial,Center,trapezoid,4,5030,7,0.5712355965456697,1987,1998.0,street,84,4,9,NA,Yes,
17852.7,Jul-1999,6402.7,villa,residential,Border,trapezoid,3,38216,2,0.9656757954215168,1991,0.0,street,72,2,9,NA,Yes, No
22285.5,Jun-2005,6968.1,open land,industrial,Center,trapezoid,3,19860,1,0.5510054768770182,1998,0.0,street,83,2,2,F,NA,NA
18497.9,May-1974,10607.8,open land,commercial,Center,irregular,3,5516,10,0.5456856788186976,1967,0.0,street,22,5,1,C,NA,NA
17265.6,Aug-1971,7198.3,land,industrial,Center,irregular,4,4860,4,0.25087845335245307,1965,0.0,street,80,2,2,C,NA,
12297.3,August-2002,7887.7,flat,commercial,Border,irregular,4,34111,5,0.6574467042695061,2001,0.0,highway,78,5,1,NA,No,NA
18280.4,Aug-1974,10865.4,flat,commercial,Border,trapezoid,4,38561,3,0.5144680355021984,1961,1970.0,highway,11,5,2,,Yes,NA
23526.6,June-2004,9278.8,open land,commercial,Center,trapezoid,5,5737,1,0.3837915097430704,1998,0.0,street,21,4,4,F,NA,NA
21631.1,March-1984,5329.8,open land,industrial,Center,rectangle,5,12431mts,5,0.11629899667164967,1971,0.0,street,65,2,9,C,NA,
19423.0,November-78,9098.2,open land,residential,Outskirts,trapezoid,1,73082,1,0.054763949831947656,1971,0.0,highway,80,5,5,F,NA,NA
16760.6,February-1976,8161.5,flat,commercial,Border,rectangle,2,30976mts,3,0.2165054352476744,1966,1974.0,street,58,4,2,NA,Yes,NA
14897.0,November-2008,5675.1,open land,residential,Outskirts,irregular,2,57718mts,8,0.21859705549296682,2008,0.0,highway,43,5,2,F,NA,NA
22237.2,February-2009,11648.3,duplex,residential,Center,trapezoid,4,22170mts,1,0.6009931419154044,2005,0.0,street,20,5,1,NA,No,
15389.6,November-1989,10067.9,villa,residential,Border,rectangle,2,24986,7,0.5180583199695702,1982,0.0,highway,42,2,2,,Yes, No
10838.1,October-2003,4152.5,villa,residential,Outskirts,irregular,2,79007,2,0.5702061981939962,2002,0.0,highway,30,2,6,NA,Yes, No
17586.5,October-90,10075.6,duplex,residential,Outskirts,irregular,5,73340,7,0.9472617566874432,1977,1985.0,highway,52,5,8,,No,NA
19197.9,December-1983,4052.6,open land,commercial,Border,trapezoid,5,36659,2,0.33536868071768733,1977,0.0,street,95,3,3,F,NA,NA
17161.1,July-1987,7167.4,land,residential,Border,irregular,5,30952,5,0.01590392407408403,1981,0.0,highway,81,4,7,F,NA,
12701.0,October-1984,3912.3,villa,residential,Border,irregular,5,31346,1,0.41827077426571946,1970,1979.0,highway,38,3,7,NA,Yes,Yes
19142.1,November-1980,5803.5,open land,industrial,Center,rectangle,1,6076,5,0.031888636361653844,1961,,street,74,1,1,F,NA,
21112.4,April-2007,4359.4,duplex,residential,Outskirts,trapezoid,3,54319,3,0.834628794599365,1990,1998.0,highway,59,5,7,NA,No,NA
18365.6,Aug-2004,2279.9,land,residential,Center,trapezoid,2,19637mts,6,0.5706147334962086,1998,0.0,alley,79,1,4,C,NA,NA
14428.5,Jun-1972,2948.7,flat,residential,Center,irregular,4,21738mts,5,0.49124095941150936,1956,1967.0,street,42,3,1,NA,Yes,
21234.7,April-1971,7180.3,villa,residential,Border,trapezoid,5,21864,2,0.22962335967385228,1965,0.0,street,47,1,4,,Yes,Yes
13300.9,June-70,7926.7,duplex,commercial,Center,irregular,3,2092,6,0.22876559820736764,1958,1967.0,alley,61,2,3,,No,
20808.1,Oct-2004,3838.3,land,commercial,Center,trapezoid,5,11621,8,0.8201099177796319,1991,0.0,street,25,3,2,C,NA,
21607.8,Jun-1977,8117.8,land,commercial,Center,rectangle,5,17896,9,0.6891396077891673,1968,,alley,55,2,3,F,NA,NA
14420.0,May-2006,4145.3,flat,commercial,Center,irregular,5,5880,1,0.7558487509689605,2003,0.0,street,70,5,5,NA,No,NA
23484.5,July-1988,6372.1,open land,industrial,Center,rectangle,3,23148,8,0.7185549759609835,1973,0.0,street,76,2,9,F,NA,NA
21076.4,December-1991,9510.7,duplex,commercial,Border,rectangle,4,40385,3,0.944222850737919,1974,1983.0,highway,20,2,6,NA,Yes,
16093.7,May-1997,4193.5,duplex,residential,Border,trapezoid,4,21499,10,0.05860019735363586,1984,1992.0,highway,73,3,8,NA,No,
14185.3,May-1986,3184.6,flat,commercial,Border,rectangle,4,23222,2,0.229516356227624,1983,0.0,highway,17,1,2,NA,Yes,NA
13455.3,August-73,4575.7,flat,residential,Outskirts,trapezoid,2,61046,1,0.4081594515891701,1973,0.0,highway,81,1,4,NA,No,NA
22545.1,October-79,10589.6,open land,industrial,Center,trapezoid,2,20749,7,0.5561741420460322,1965,0.0,alley,41,2,10,C,NA,
22883.3,February-1979,11817.5,duplex,residential,Center,rectangle,4,16434,1,0.41142232212037344,1965,1974.0,alley,99,2,7,NA,Yes,NA
20879.2,June-2002,10428.8,open land,industrial,Outskirts,rectangle,3,51048,5,0.2520781676017231,2002,0.0,highway,64,5,9,C,NA,
14659.5,December-2004,7318.7,flat,commercial,Outskirts,trapezoid,3,74305,10,0.4608798115575462,1990,1998.0,highway,57,2,1,NA,No,
23838.7,October-1991,10150.2,open land,industrial,Center,trapezoid,5,5988,6,0.8450158902879401,1974,0.0,alley,67,3,6,F,NA,
19791.2,September-1984,10754.1,villa,residential,Center,rectangle,3,15033,1,0.4388111415042899,1976,0.0,alley,32,2,8,,Yes,Yes
20319.9,August-2008,6309.2,land,industrial,Center,trapezoid,5,6178mts,10,0.438835546696129,1997,0.0,alley,67,5,3,C,NA,
20320.7,April-1971,6755.9,duplex,residential,Border,rectangle,3,35738mts,6,0.02802748919959419,1967,0.0,street,55,3,1,,No,NA
15105.0,November-2001,2107.6,flat,residential,Border,trapezoid,3,33852,6,0.6059509286464475,2001,0.0,street,84,2,5,NA,No,NA
24493.9,May-1993,10764.1,land,residential,Border,rectangle,5,38331,1,0.8106078431638588,1980,0.0,street,62,5,5,F,NA,
16516.1,Feb-1981,9843.3,duplex,commercial,Center,irregular,3,11458mts,5,0.1877928695222485,1980,0.0,alley,61,2,4,NA,Yes,
20167.2,May-2009,11107.7,open land,industrial,Outskirts,trapezoid,1,70511,10,0.045174280522719434,1994,,highway,61,3,7,C,NA,NA
11942.9,December-1981,4167.4,flat,commercial,Outskirts,irregular,3,79567mts,3,0.6348166170867497,1973,0.0,highway,22,5,2,,Yes,NA
16933.5,March-2009,4868.9,land,industrial,Border,irregular,4,24406,3,0.77380985094728,2006,,highway,51,3,10,C,NA,NA
15007.2,October-1998,5701.5,villa,residential,Center,irregular,5,11247,5,0.4929205634028977,1994,0.0,alley,45,4,7,NA,Yes,Yes
19479.5,March-1996,2952.3,open land,residential,Border,rectangle,4,29742mts,10,0.7237836651243548,1996,0.0,highway,39,2,10,C,NA,NA
16288.8,July-2003,2431.1,duplex,residential,Border,trapezoid,2,30946mts,9,0.803518907033846,2002,0.0,street,9,5,3,NA,No,NA
15502.6,September-1989,8101.2,flat,commercial,Border,rectangle,1,38435,9,0.8010918783388585,1988,0.0,highway,95,2,5,NA,No,NA
19106.4,November-1986,3930.2,villa,residential,Center,rectangle,4,19552mts,7,0.5928702529972817,1970,1981.0,street,52,4,9,,Yes,Yes
15755.9,December-1992,4935.5,flat,commercial,Border,trapezoid,3,38590mts,4,0.36545205018538884,1986,0.0,street,28,4,8,,No,
16452.5,December-1979,8111.0,open land,residential,Outskirts,irregular,2,77462mts,8,0.511637035578133,1972,0.0,highway,5,3,6,C,NA,
18034.9,October-1978,4674.3,open land,commercial,Center,rectangle,4,11449,3,0.2524414304628807,1977,0.0,alley,32,1,3,C,NA,
16283.9,October-2007,9117.2,flat,residential,Border,irregular,5,35383mts,8,0.042995464488144175,2001,0.0,street,39,3,3,NA,Yes,NA
20155.6,February-1995,10990.4,land,residential,Center,irregular,1,23251,8,0.6933895561918492,1986,,alley,11,5,7,F,NA,NA
16071.8,March-1976,6164.7,duplex,residential,Outskirts,trapezoid,1,56339,3,0.4140034449253662,1964,1974.0,highway,40,3,8,NA,No,
20073.8,Jul-1975,4810.0,land,residential,Border,trapezoid,1,23759mts,8,0.9716502138171857,1960,,street,86,2,9,C,NA,NA
18369.5,July-89,10838.3,open land,commercial,Center,irregular,1,16603mts,2,0.32882960991944676,1973,,street,29,5,3,C,NA,
14338.1,July-2006,2087.6,duplex,commercial,Outskirts,trapezoid,1,77988mts,2,0.13506876732556783,1989,1997.0,highway,12,5,1,NA,Yes,NA
17264.7,February-1982,4439.2,duplex,commercial,Border,trapezoid,2,33124,8,0.9836646973265581,1970,1981.0,street,44,1,7,,No,NA
19726.5,June-83,10263.6,flat,commercial,Border,rectangle,4,33338,3,0.9274568896152244,1979,0.0,street,38,5,10,,No,NA
17754.6,October-73,3392.6,open land,residential,Center,irregular,3,11406,5,0.6046439577156938,1960,0.0,street,34,3,9,C,NA,NA
19293.9,September-1999,11602.2,duplex,commercial,Border,rectangle,2,38711,2,0.7374124017990396,1989,1999.0,street,46,4,1,NA,No,NA
19356.1,September-90,11586.5,villa,residential,Border,rectangle,3,35651mts,4,0.8321551339677239,1988,0.0,street,17,5,7,,Yes, No
15647.4,August-1983,4670.0,villa,residential,Border,rectangle,5,22799mts,2,0.6924106169658392,1976,0.0,highway,91,2,2,NA,Yes,Yes
10975.8,February-1984,3491.9,flat,residential,Border,irregular,4,39943mts,4,0.7592519114517433,1981,0.0,highway,33,5,1,NA,No,
12753.6,October-1975,1518.2,land,commercial,Border,irregular,5,25959,7,0.10399802955756787,1962,,highway,24,5,6,C,NA,NA
16260.4,Dec-1996,1070.9,duplex,commercial,Center,rectangle,5,11361,1,0.08850271520781494,1995,0.0,street,3,3,4,NA,No,
16508.1,October-1986,2368.3,duplex,residential,Center,trapezoid,4,2455mts,7,0.47060957762149214,1986,0.0,alley,28,5,6,,No,NA
17131.1,March-73,2738.7,duplex,commercial,Border,trapezoid,2,38453mts,10,0.7071824601843952,1955,1966.0,street,63,2,4,NA,Yes,NA
12909.0,February-1992,1883.9,flat,commercial,Border,irregular,4,28936,4,0.8704376690931837,1979,1987.0,highway,88,1,8,,Yes,
19254.7,November-1986,7139.0,flat,residential,Center,trapezoid,5,2228,3,0.15942416503595913,1978,0.0,alley,1,4,8,NA,Yes,NA
17945.0,November-1973,7443.2,land,industrial,Center,irregular,1,19852,5,0.654376928746628,1973,0.0,street,47,5,5,C,NA,
19919.3,April-2005,1967.3,villa,residential,Outskirts,rectangle,4,77173mts,6,0.9902002917420434,2005,0.0,highway,42,1,5,,Yes,Yes
17355.0,Jun-1984,8471.4,villa,residential,Center,trapezoid,2,23826,6,0.12146562533692151,1983,0.0,alley,5,4,5,NA,Yes,Yes
20622.7,April-1994,1598.5,flat,residential,Border,rectangle,4,38276,6,0.8207030545771686,1976,1984.0,street,3,5,10,,No,NA
15441.2,September-1995,2250.7,duplex,residential,Border,irregular,1,20079,6,0.9114009284743241,1995,0.0,street,9,5,9,,Yes,
11964.2,June-2002,1709.5,villa,residential,Center,irregular,3,17054,6,0.5716918450628421,1993,0.0,street,5,3,3,,Yes, No
13657.2,August-1994,865.5,duplex,commercial,Center,irregular,1,16484mts,10,0.8627178029062742,1985,0.0,alley,7,3,6,NA,Yes,
16441.2,February-1987,1983.7,open land,commercial,Center,irregular,5,23491mts,1,0.23885683684329895,1985,0.0,street,9,4,3,F,NA,NA
11043.1,Mar-1992,5071.2,villa,residential,Outskirts,irregular,2,62784,5,0.15307161362623634,1976,1985.0,highway,23,5,4,NA,Yes,Yes
17090.8,October-74,5060.3,flat,residential,Center,rectangle,4,20286,3,0.5240381282895744,1963,1971.0,alley,93,2,9,NA,No,
